NEST_NUMBER,NESTING_TERRITORY,FINDER,VALID_NEST,FOUND_DATE,FOUND_STAGE,FD_YEAR,FD_MONTH,FD_DAY,ATTEMPT,LAT,LONG,LOCATION_DESCRIPTION,NEST_IN,ON,SPECIES,SCI_NAME,NEST_HT_M,TREE_HT_M,LADDER,NATURAL_LANDSCAPE,CANOPY_WIDTH_M,DIST_FROM_TRUNK_M,DIR_FROM_TRUNK,DIR_FR_TRUNK_DEGREES,1_M_HABITAT,100_M_HABITAT,DAD,MOM,HATCH_DATE,HD_YEAR,HD_MONTH,HD_DAY,HD_PRECISION,FLEDGE_DATE,HOW_KNOWN,VISITS,EGGS,EGGS_DATE,CHICKS,CHICKS_DATE,UNHATCHED_EGGS,BAND,BAND_DATE,BAND_AGE,c1,c2,c3,c4,c5,c6,POSTBAND_CHECK,PBC_DATE,ANY_FLEDGED,FLEDGED,FLEDGE_CHECK_DATE,FLEDGE_CHECKS,IF40CHECK,IF40DATE,if1,if2,if3,if4,if5,if6,DF1,DF2,DF3,W1,W2,B1,B2,NEST_FATE,FAIL_DATE,FAIL_PRECISION,FAIL_STAGE,Comments,check,Nest_ID,NESTING_TERRITORY,UC_MONITORED,UC_ACTIVE,LAYING_MONITORED,LAYING_ACTIVE,INC_MONITORED,INC_ACTIVE,NESTLING_MONITORED,NESTLING_ACTIVE,BAND_MONITORED,BAND_ACTIVE,FLEDGELINGS_MONITORED,FLEDGLINGS_ACTIVE,IF_MONITORED,IF_ACTIVE
LOSH-2020-52,COSTCO,KRM,TRUE,10-Jun-20,??,2020,6,10,,33.702762,-78.919197,"First small live oak on the right on the ""driveway"" that goes diagonally through the Belk parking lot from pond road.",Tree,Living,LIVOAK,Quercus_virginiana,2.3,5,hand,Landscape,7.5,2,E,,grass,"parking lot, grass, a little bit of a building",owme,rrgm,29-May-20,2020,5,29,1,,,,6,inferred,6,10-Jun-20,0,6,10-Jun-20,12,uemr,arrm,oumr,wumr,eumr,rumr,,,1,3,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-52,COSTCO,0,1,0,1,0,1,0,1,1,1,1,1,1,1
LOSH-2020-53,DILLAR,KRM,FALSE,27-Apr-20,fledglings,2020,4,27,,,,nest not found; just fledglings,na,na,na,na,,,,,,,,,,,mpyo,bbbm,24-Mar-20,2020,3,24,5,,,,,,,,,2,23-Jun-20,91,puwm,gowm,,,,,,,1,4,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-53,DILLAR,0,1,0,1,0,1,0,1,0,1,1,1,0,
LOSH-2020-54,DILLAR,KRM,TRUE,10-Jun-20,incubating,2020,6,10,,33.699893,78.924532,"If looking from the mall towards seaboard st, stading where there is a row of palm trees on your right, in the first island to the left of this row of palm trees, in the left tree of the two in the island. ",Tree,Living,WILOAK,Quercus_phellos,4.25,8,12' ext,Landscape,5,0.25,NE,,"mulch, shrubs","parkinglot, grassy, trees, shrubs",mpyo,bbbm,17-Jun-20,2020,6,17,0,,,,5,10-Jun-20,2,17-Jun-20,2,2,28-Jun-20,11,ormw,bymw,,,,,,,1,1,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-54,DILLAR,0,1,0,1,1,1,1,1,1,1,1,0,1,0
LOSH-2020-55,MALWAL,KRM,TRUE,10-Jun-20,nestlings,2020,6,10,,33.703076,-78.913714,"As you enter the back of walmart from seabaord, it is in the tree that is closest to the fence around the pond that is along the edge of the parking lot. Note: a weird oak, either a cultivar of Live Oak or maybe a Coast Live Oak or possibly a Holly Oak but does not look super like the latter.",Tree,Living,OAKSPE,Quercus_sp.,4,9,12' ext,Landscape,6.5,0.25,SW,,grass,"parking lot, road, grass, water, trees, fencing",uggm,axxm,2-Jun-20,2020,6,2,0,,,,,,4,10-Jun-20,,4,12-Jun-20,10,eywm,uumr,ggwm,euwm,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,BA,,1,LOSH-2020-55,MALWAL,0,1,0,1,0,1,1,1,1,1,1,0,1,0
LOSH-2020-56,PROFES,KRM,fledglings,26-May-20,fledglings,2020,5,26,,,,nest not found; just fledglings,na,na,na,na,,,,,,,,,,,romo,wimi,30-Apr-20,2020,4,30,5,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-56,PROFES,0,1,0,1,0,1,0,1,0,1,1,1,0,
LOSH-2020-57,TENNIS,KRM,FALSE,18-Jun-20,nestlings,2020,6,18,,33.79853,-78.99632,"At the 146 life station at the intersection of allied dr and century circle, in the biggest tree on the side of the fence that faces allied dr. ",Tree,Living,WATOAK,Quercus_nigra,6,11,14' step,Natural,9,3.5,W,,grass,"grassy, trees, road, fencing, parking lot",yomg?,oaam?,8-Jun-20,2020,6,8,1,,,,,,4,18-Jun-20,1,4,19-Jun-20,11,rewm,igwm,gumw,rgmw,,,,,1,,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-57,TENNIS,0,1,0,1,0,1,1,1,1,1,0,,0,
LOSH-2020-58,CEMETE,KRM,uncertain,20-Jun-20,??,2020,6,20,,33.7922,-79.0195,In the smaller of the two crepe myrtle in the middle of section B.,Tree,Living,CREMYR,Lagerstroemia_sp,2.5,,6' step,Landscape,,,,,grass,"grass, headstones, trees, pavement",meow/abum?,ymur?,1-Jun-20,2020,6,1,20,,,,5,20-Jun-20,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,E,,1,LOSH-2020-58,CEMETE,,,,,,,,,,,,,,
LOSH-2020-59,CHOICE,KRM,fledglings,15-Jun-20,fledglings,2020,6,15,,,,nest not found; just fledglings,na,na,na,na,,,,,,,,,,,amac,umie,6-May-20,2020,5,6,10,,,,,,,,,1,28-Jun-20,,rumw,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,LOSH-2020-59,CHOICE,0,1,0,1,0,1,0,1,0,1,0,1,1,1
LOSH-2020-60,CEMETE,KRM,fledglings,14-Jul-20,fledglings,2020,7,14,,,,nest not found; just fledglings,na,na,na,na,,,,,,,,,,,abum,ymur,21-Jun-20,2020,6,21,4,,,,,,,,,,,,ub,,,,,,,,1,1,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-60,CEMETE,,,,,,,,,,,,,,
LOSH-2020-61,COXFER,CEH,TRUE,3-Aug-20,can't read,2020,8,3,,33.805077,-79.010814,"In a tall pine at the corner of West Cox Ferry Rd. and the driveway to Waffle House (across from Lock & Store). The pine on the 501 side but closest to the intersection. Far out on a long branch 3/4 of the way up the tree, extending toward the intersection.",Tree,Living,LOBPIN,Pinus_taeda,28,32,cannot,Natural,20,8,W,,grass,"grass, road and highway, parking lot",UBCO,umwa,14-Jul-20,2020,7,14,2,3-Aug-20,saw it happen,,,,,,,,,,ub,ub,,,,,,,1,1,13-Aug-20,,1,23-Aug-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-61,COXFER,0,1,0,1,0,1,0,1,0,1,1,1,,
LOSH-2020-62,WPDEDI,CEH,fledglings,3-Aug-20,fledglings,2020,8,3,3,,,nest not found; just fledglings,na,na,na,na,,,,,,,,,,,mugg,yame,4-Jul-20,2020,7,4,3,,,,,,,,,,,,ub,ub,ub,ub,,,,,1,4,3-Aug-20,,4,13-Aug-20,,,,,,,,,,,,,,FL,,,,,1,LOSH-2020-62,WPDEDI,0,1,0,1,0,1,0,1,0,1,1,0,1,1
LOSH-2021-01,WPDEDI,CEH,TRUE,15-Feb-21,under construction,2021,2,15,1,33.799943,-79.001766,In the tall red maple between the big ditch (near the parabolic disks) and the WPDE building.  In the center of mistletoe clump closest to the tall antenna.,Tree,Living,REDMAP,Acer_rubrum,5.5,15,24' extension,Natural,8,2.6,ESE,,grass,"grass, buildings, parking lot, road",mugg,wgrm,6-Apr-21,2021,4,6,2,,,,5,21-Mar-21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,7-Apr-21,3,chicks,,1,LOSH-2021-01,WPDEDI,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LOSH-2021-02,LOWESP,KAM,TRUE,25-Feb-21,under construction,2021,2,25,1,33.79182,-78.997299,"If you're in the Lowe's parking lot and looking across 501, it is in the tree underneath (and to the right) of the billboard. About 3/4 of the way up.",Tree,Living,WILOAK,Quercus_phellos,4.8,5.6,12' ,Landscape,6.4,,NW,,grass,"grass, parking lot, highway",emor,rwmp,1-Apr-21,2021,4,1,0,,,,5,INFERRED,4,1-Apr-21,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,22-Apr-21,8,C,,1,LOSH-2021-02,LOWESP,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LOSH-2021-03,RIVERF,KAM,TRUE,26-Feb-21,under construction,2021,2,26,1,33.831553,-79.046326,On the corner of Laurel and Elm it is the live oak on the abandoned foundation side of Laurel ,Tree,Living,LIVEOA,Quercus_virginiana,7,7.5,12',Landscape,3,0,N,,grass,"road, building, grass, parking lot",aawm,yymb,7-May-21,2021,5,7,7,,,,5,29-Apr-21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,5-May-21,5,eggs,,1,LOSH-2021-03,RIVERF,1,1,1,1,1,1,1,0,1,0,1,1,1,0
LOSH-2021-04,COURTH,CEH,TRUE,27-Feb-21,under construction,2021,2,27,1,33.830691,-79.04796,"Exiting Courthouse pkg lot onto Marina Drive, the first live oak over the sidewalk on your left. Top center, 1m below top of tree.",Tree,Living,LIVOAK,Quercus_virginiana,6,7,?  tough,Landscape,7,0,na,,pavement,"swale/pond, grass, parking lot, building, road",gmob,rmre,4-Apr-21,2021,4,4,4,,,,5,1-Apr-21,5,16-Apr-21,0,5,16-Apr-21,12,UB,UB,UB ,UB ,UB ,,,,1,4,,,4,13-May-21,UB,UB,UB,UB,,,,,,,,,,FL,,,,,1,LOSH-2021-04,COURTH,1,1,1,1,1,1,1,1,1,1,1,0,1,1
LOSH-2021-05,CMWSSS,CEH,TRUE,28-Feb-21,under construction,2021,2,28,1,33.800195,-78.998732,fourth holly from the dirt driveway to the bus parking lot.,Shrub,Living,YAUHOL,Ilex_vomitorium_cultivar,1.8,3.5,6' step/hand,Landscape,1.7,0.2,S,,mulch,"parking lot, buildings, grass, roads",moyy,ccmo,14-Apr-21,2021,4,14,2,,,,4,1-Apr-21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,3-Apr-21,2,E,,1,LOSH-2021-05,CMWSSS,1,1,1,1,1,1,1,0,1,0,1,0,1,0
LOSH-2021-06,HGTCCC,HNF,TRUE,1-Mar-21,under construction,2021,3,1,1,33.793715,-79.001604,"On the grass next to the 1100 building along Victory Lane, there are two live oak trees the nest is in the bigger tree its the furthest tree from 501.",Tree,Living,LIVEOA,Quercus_virginiana,7,9,24' extension,Landscape,8,2.8,NNE,,grass,"grass, parking lot, building, road",wmbb,mary,5-Apr-21,2021,4,5,1,,,,,,2,7-Apr-21,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,10-Apr-21,3,chicks,,1,LOSH-2021-06,HGTCCC,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LOSH-2021-07,PUBLIX,BC,TRUE,2-Mar-21,under construction,2021,3,2,1,33.759805,-78.958665,In a live oak on the far right corner if you are facing away from the Publix building towards the post office. Its the last tree after the long row of shrubs that lines the open field on that side of the parking lot. ,Tree,Living,LIVEOA,Quercus_virginiana,2,4,hand,Landscape,3,0.5,SW,,mulch,"shrubs, open field, building, parking lot, roads",bmii,cram,3-Apr-21,2021,4,3,1,,,,5,28-Mar-21,5,5-Apr-21,0,5,14-Apr-21,11,oiim,buym,mbwo,moow,reme,,,,1,4,24-Apr-21,,2,13-May-21,oiim,buym,,,,,,,,,,,,FL,,,,,1,LOSH-2021-07,PUBLIX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2021-08,COSTCO,KAM,TRUE,7-Mar-21,nyi,2021,3,7,1,33.702573,-78.919019,There is a road that leads to Belk which is equidistant between both Mark McBride Way and N. Retail Ct's intersections with Coastal Grand Circle. The nest is in the island (that has two trees) of the intersection of Coastal Grand Circle and the road to Belk in the tree closest to ATT.,Tree,Living,LIVEOA,Quercus_virginiana,4,6.8,12' ,Landscape,6.4,2,SE,,grass,"grass, parking lot",bmyy,wrma,20-Apr-21,2021,4,20,1,,,,5,9-Apr-21,4,26-Apr-21,1,0,1-May-21,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,29-Apr-21,2,chicks,,1,LOSH-2021-08,COSTCO,1,1,1,1,1,1,1,1,1,0,1,0,1,0
LOSH-2021-09,SCHOLA,CEH,TRUE,7-Mar-21,building,2021,3,7,1,33.796851,-79.005324,The only live oak in the middle of the #4 fairway (the open area in the U. Drive half of the DGC). best viewed from the 501 side.,Tree,Living,LIVEOA,Quercus_virginiana,3.66,5.5,Tall step?,Landscape,6,0.5,NNE,,dirt,"grass, road, parking lot",gmrr,mrrr,11-Apr-21,2021,4,11,2,,,,6,31-Mar-21,6,14-Apr-21,0,5,22-Apr-21,10,ibem,gagm,euma,yimu,rubm,,,,0,0,1-May-21,,,,,,,,,,,,,,,,,BA,26-Apr-21,4,chicks,,1,LOSH-2021-09,SCHOLA,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LOSH-2021-10,GSBAPT,KAM,failed early,8-Mar-21,building,2021,3,8,1,33.75038,-78.957206,"On the back side of Tanger, in between Old Nay and DXL, directly across the crosswalk, there are two trees in an island. The nest is on the back side (away from the stores) of the tree closer to DXL and about half way up. True measurements to come.",Tree,Living,LIVEOA,Quercus_virginiana,not a valid nest,not a valid nest,6' step,Landscape,,not a valid nest,not a valid nest,,grass,"grass, parking lot",maib,yimw,8-Apr-21,2021,4,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LOSH-2021-10,GSBAPT,1,1,1,1,1,0,1,1,1,0,1,0,1,0
LOSH-2021-11,BUSBEE,HNF,TRUE,17-Mar-21,nyi,2021,3,17,1,33.828585,-79.057974,"When you turn on New Road the road that has the dog park on it, there are two big trees that are right along the fence of the dog park. The nest is in the second tree, furthest from 501. The nest is in the top close to the center of the tree.",Tree,Living,LIVEOA,Quercus_virginiana,7,9,climb,Landscape,12,4,SSW,,dirt. leaves,"grass, water, road",moor,moab,4-Apr-21,2021,4,4,1,,,,5,INFERRED,5,16-Apr-21,0,5,16-Apr-21,12,beem,amwi,rugm,mbyi,ogmu,,1,18-Apr-21,1,,4-May-21,,4,13-May-21,rugm,mbyi,beem,ogmu,,,,,,,,,,FL,,,,,1,LOSH-2021-11,BUSBEE,0,1,0,1,1,1,1,1,1,1,1,1,1,1
LOSH-2021-12,GSBAPT,SLT,TRUE,19-Mar-21,building,2021,3,19,2,33.749763,-78.95766,"In the Tanger parking lot, there is an oddly-shaped island diagonally out from the Levi's store toward the Sleep Inn. There are three trees on the island and the nest is in the middle one. The nest is about halway up in the center of the tree.",Tree,Living,LIVEOA,Quercus_virginiana,2.5,5,6' step,Landscape,2,0,na,,grass,"parking lot, buildings, grass on islands",maib,yimw,19-Apr-21,2021,4,19,1,,,,6,2-Apr-21,4,26-Apr-21,0,5,30-Apr-21,11,amrw,mbrr,wrwm,aamu,mewu,,,,1,,10-May-21,,2,28-May-21,mewu,wrwm,,,,,,,,,,,,FL,,,,,1,LOSH-2021-12,GSBAPT,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2021-13,501WAL,KAM,TRUE,21-Mar-21,nyi,2021,3,21,1,33.778523,-78.98701,"On the 501 side of Murphy Express, the live oak on the corner next to the one handicap spot. About 3/4 of the way up.",Tree,Living,LIVEOA,Quercus_virginiana,3.2,3.7,6' step,Landscape,4.8,0.5,S,,dirt and leaves,"dirt, leaves, grass, parking lot",brim,omey,29-Mar-21,2021,3,29,2,,,,6,INFERRED,6,2-Apr-21,0,6,9-Apr-21,12,maue,emwa,abbm,myig,omei,bmgu,1,10-Apr-21,1,,,,4,12-May-21,maue,emwa,myig,bmgu,,,,,,,,,,FL,,,,,1,LOSH-2021-13,501WAL,,,,,,,,,,,,,,
LOSH-2021-14,DISCGO,CEH,TRUE,21-Mar-21,incubating,2021,3,21,1,33.797122,-79.003434,"Center bush of the three hollies behind the brick HGTC sign.  from the HGTC side if you step in between the center and right bushes and look up, it's right there.",Shrub,Living,AMEHOL,Ilex_opaca_cultivar,3.5,3.8,6' step,Landscape,4,0.3,W,,mulch,"road, lawn, parking lot, building",ccbm,yomg,15-Apr-21,2021,4,15,1,,,,6,31-Mar-21,6,15-Apr-21,0,6,26-Apr-21,10,ugmu,mewu,rimw,rrim,mueg,emye,1,27-Apr-21,1,,,,2,24-May-21,ugmu,mueg,,,,,,,,,,,,FL,,,,,1,LOSH-2021-14,DISCGO,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LOSH-2021-15,CEMETE,KAM,TRUE,24-Mar-21,building,2021,3,24,1,33.791603,-79.019467,"Three-quarters up the big magnolia along the main driveway, on the South side. Difficult to spot but identifiable by the big clump of spanish moss making up the base of the nest.",Tree,Living,MAGNOL,Magnolia_grandiflora,11.2,19.2,cannot,Landscape,17.6,6,S,,grass,"mowed grass, pavement",abum,ymur,5-Apr-21,2021,4,5,8,,,,,,,,,,,,UB,UB,UB,UB,,,,,1,4,,,3,,UB,UB,UB,,,,,,,,,,,FL,,,,,1,LOSH-2021-15,CEMETE,,,,,,,,,,,,,,
LOSH-2021-16,KFCCCC,KAM,TRUE,24-Mar-21,incubating,2021,3,24,1,33.75455,-78.962479,"On the corner of Glenforest and Glenbriar, behind the Planet Fitness Sign. There's a tiny live oak in the row of trees directly in front of the magnolias. It is (Katie's) eye level and very easy to see.",Tree,Living,LIVEOA,Quercus_virginiana,1.8,3.4,6' step,Landscape ,2,0.1,W,,grass,"grass, parking lot",wemi,eabm,3-Apr-21,2021,4,3,1,,,,6,28-Mar-21,5,5-Apr-21,0,3,14-Apr-21,12,umww,beme,bmee,,,,,,0,,21-Apr-21,,0,16-May-21,,,,,,,,,,,,,,FA,19-Apr-21,2,chicks,,1,LOSH-2021-16,KFCCCC,0,1,0,1,1,1,1,1,1,1,1,0,1,0
LOSH-2021-17,SPEEDW,KAM,TRUE,25-Mar-21,building,2021,3,25,1,33.745283,-78.956711,*actually Precision* in the big shrub between the Sun Buggie rental place and New South Construction.  3.5 m up on the new South Side edge of the front bush.,Shrub,Living,REDTIP,Photinia_x_fraseri,3.4,6.4,12' ,Natural,5.75,2.25,E,,grass,"grass, parking lot, highway",rmoe,ambi,6-Apr-21,2021,4,6,2,,,,6,2-Apr-21,5,15-Apr-21,0,5,18-Apr-21,11,ebmo,ragm,awam,uuma,umyb,,,,1,,,,,,,,,,,,,,,,,,,FL,,,,,1,LOSH-2021-17,SPEEDW,0,1,0,1,1,1,1,1,1,1,1,0,1,0
LOSH-2021-18,TANGER,KAM,TRUE,25-Mar-21,incubating,2021,3,25,1,33.750588,-78.959548,In the oak tree across from Harley Davidson directly next to the speedbump.,Tree,Living,LIVEOA,Quercus_virginiana,2.8,4.8,6' step,Landscape,4,0.5,N,,grass,"grass, parking lot",UBWA,amxx,28-Mar-21,2021,3,28,1,,,,,,3,2-Apr-21,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,FA,5-Apr-21,2,C,,1,LOSH-2021-18,TANGER,0,1,0,1,1,1,1,1,1,0,1,0,1,0
LOSH-2021-19,DILLAR,CEH,TRUE,28-Mar-21,incubating,2021,3,28,1,33.699853,-78.925169,"As you come in the Dillard's driveway from Seabord there is a big island directly in front of you and three islands behind that. The nest is in the rightmost island, left tree. Halfway up and 2m to the SE of center (near right).",Tree,Living,LIVEOA,Quercus_virginiana,4.5,7,??,Landscape,7.5,2,E,,Grass,"parking lot, grass",mpyo,bbbm,30-Mar-21,2021,3,30,0,,,,6,INFERRED,5,31-Mar-21,1,1,9-Apr-21,11,moue,,,,,,,,0,0,17-Apr-21,,,,,,,,,,,,,,,,,FA,13-Apr-21,4,C,,1,LOSH-2021-19,DILLAR,,,,,,,,,,,,,,
LOSH-2021-20,FARROW,Alice_Bellinger,outside our area,14-Mar-21,building,2021,3,14,2,33.683152,-78.957133,"enter to the traffic circle and go left.  There is a lawn on your left and at the end of it 5 palmettos. In the middle palmetto, right in the center of the crown.",Tree,Living,PALMET,Sabal_palmetto,3.5,5.3,10' ext,Landscape,2,0,na,,dirt,"Parking Lot, grass, building, road",rrmo,UB,7-Apr-21,2021,4,7,3,,,,5,29-Mar-21,5,21-Apr-21,0,5,21-Apr-21,13,UB,UB,UB,UB,UB,,,,1,5,1-May-21,,2,14-May-21,UB,UB,,,,,,,,,,,,FL,,,,,1,LOSH-2021-20,FARROW,,,,,,,,,,,,,,
LOSH-2021-21,TENNIS,KAM,TRUE,30-Mar-21,nyi,2021,3,30,1,33.798652,-78.996215,"At the corner of Allied and Century, in between the soccer fence and wooden fence. About 4 feet (in the direction of the intersection) from where the shrub touches the soccer fence. Just below the top of the shrub.",Shrub,Living,WAXMYR,Myrica_cerifera,2.3,2.4,6' step,Natural,na?,na,na,,grass,"grass, pavement, parking lot",oaam,obwm,19-Apr-21,2021,4,19,2,,,,4,4-Apr-21,4,23-Apr-21,0,2,30-Apr-21,11,oimo,obmb,,,,,,,0,0,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2021-21,TENNIS,1,1,1,1,1,1,1,1,1,1,1,0,1,0
LOSH-2021-22,BOWLIN,KAM,TRUE,31-Mar-21,incubating,2021,3,31,1,33.797868,-79.002485,"At the corner of 501 and Univ. Bld, the corner with the HR building, there is a magnolia closest to 501 but along Univ. Blvd. the nest is SW of the trunk (towards 501) about 8ft up.",Tree,Living,MAGNOL,Magnolia_grandiflora,2.6,6.4,6' step,Landscape,4,2.3,SW,,mulch,"mulch, parking lot, highway, grass",byrm,UB,13-Apr-21,2021,4,13,2,19-May-21,,,5,1-Apr-21,5,15-Apr-21,,,24-Apr-21,,UB,UB,UB,,,,,,1,,,,,,,,,,,,,,,,,,,FL,24-Apr-21,0,chicks,,1,LOSH-2021-22,BOWLIN,,,,,,,,,,,,,,
LOSH-2021-23,HTCMET,CEH,TRUE,1-Apr-21,incubating,2021,4,1,1,33.794983,-78.999879,In the HTC parking lot there are six islands. Nest is on the middle front island.,Tree,Living,LIVEOA,Quercus_virginiana,3.5,5,6' step,Landscape,3,0.3,E,,mulch,"parking lot, grass, highway, building",eeme,iwmu,13-Apr-21,2021,4,13,1,36,,,6,1-Apr-21,4,15-Apr-21,0,5,23-Apr-21,10,wmgw,gbmo,muyu,mrro,aaym,,,,1,,,,2,,aaym,gbmo,,,,,,,,,,,,FL,,,,,1,LOSH-2021-23,HTCMET,0,1,0,1,1,1,1,1,1,1,1,1,1,1
LOSH-2021-24,IMSTOP,CEH,TRUE,2-Apr-21,incubating,2021,4,2,1,33.799928,-78.994304,In the bush in front of the second to last CINTAS parking space.,Shrub,Living,WAXMYR,Myrica_cerifera,1.6,2.5,hand,Landscape,3,0.2,E,,mulch,"grass, building, parking lot, pond",myaa,bbcm,20-Apr-21,2021,4,20,1,,,,5,4-Apr-21,4,26-Apr-21,1,4,2-May-21,12,yugm,rimu,mwab,meeo,,,,,1,3,14-May-21,2,1,1-Jun-21,meeo,,,,,,,,,,,,,FL,,,,,1,LOSH-2021-24,IMSTOP,0,1,1,1,1,1,,,,,,,,
LOSH-2021-25,TEKNOW,CEH,TRUE,4-Apr-21,incubating,2021,4,4,1,33.796224,-78.995053,"In the L-shaped shrub row behind the metglas fence, between the 2 big buildings, farthest shrub to the left (south).  Right center as seen from the road.",Shrub,Living,MOCKOR,Pittosporum_sp.,2.5,3,6' step,Landscape,4.5,,,,dirt,"grass, building, road",emww,mwio,11-Apr-21,2021,4,11,8,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,unable to visit this nest so some blanks in the data,1,LOSH-2021-25,TEKNOW,,,,,,,,,,,,,,
LOSH-2021-26,ABUELO,BC,TRUE,5-Apr-21,incubating,2021,4,5,1,33.704873,-78.92433,"Of the rectangular two-tree islands at the loop road edge of the abluelos parking lot, it's in the third from the left, in the right tree.",Tree,Living,LIVEOA,Quercus_virginiana,7,10,24' extension ,Landscape ,6,1,SW,,grass ,"grass, building, parking lot, pond",yirm,umgr,23-Apr-21,2021,4,23,2,,,,5,6-Apr-21,2,26-Apr-21,1,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,27-Apr-21,1,chicks,,1,LOSH-2021-26,ABUELO,,,,,,,,,,,,,,
LOSH-2021-27,WALTRI,CEH,TRUE,5-Apr-21,incubating,2021,4,5,1,33.804449,-79.002553,"Small parking lot at the corner of Daytona and Pocono, tree in front of the middle parking space (facing pocono). halfway up, parking lot side.",Tree,Living,LIVEOA,Quercus_virginiana,3.8,6.1,10',Landscape ,5,1.2,N,,grass,"buildings, grass, parking lot, pond",imba,buwm,12-Apr-21,2021,4,12,7,,,,5,6-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,14-Apr-21,4,eggs,,1,LOSH-2021-27,WALTRI,,,,,,,,,,,,,,
LOSH-2021-28,MALWAL,CEH,TRUE,9-Apr-21,nestlings,2021,4,9,1,33.703248,-78.914733,"Bank of America Parking lot facing Home Depot, tree in front of middle parking space, 1/2 way up 1m toward big stoplight",Tree,Living,LIVEOA,Quercus_virginiana,4.2,7.5,10' extension?,Landscape,6,1,SSW,,"mulch, bushes","grass, pond, road, parking lot, buildings",uggm,omii,4-Apr-21,2021,4,4,1,,,,,,3,9-Apr-21,1,3,17-Apr-21,13,mybi,rmug,eema,,,,,,,,,,1,,mybi,,,,,,,,,,,,,FL,,,,,1,LOSH-2021-28,MALWAL,0,1,0,1,0,1,1,1,1,1,1,1,1,1
LOSH-2021-29,COXFER,CEH,TRUE,12-Apr-21,incubating,2021,4,12,1,33.805698,-79.011112,"In the very tallest tree between 501 and the storage place, in the row along the fence.  High and toward the back left. I Redid all the measurements without looking at the old ones.",Tree,Living,WATOAK,Quercus_nigra,11,14.5,cannot,Natural,13,2.5,S,,grass,"Highway, grass, ditch, building, woods",UBCO,rorm,18-Apr-21,2021,4,18,2,,,,,,,,,,,,UB,UB,,,,,,,2,,,,0,2-Jun-21,,,,,,,,,,,,,,BA,15-May-21,14,,,1,LOSH-2021-29,COXFER,0,1,0,1,1,1,1,1,1,1,1,0,1,
LOSH-2021-30,JCPENN,CEH,TRUE,21-Apr-21,FY,2021,4,21,1,33.70043,-78.918856,"Maggie D's parking lot, West Island, tree closer to building.",Tree,Living,LIVEOA,Quercus_virginiana,2.8,6,6' step,Landscape,6,2.5,E,,"mulch, shrubs","grass, road, building, pond",oram,mree,3-Apr-21,2021,4,3,3,,,,,,3,21-Apr-21,,,,,UB,UB,UB,,,,,,1,3?,27-Apr-21,,4,15-May-21,UB,UB,UB,UB,,,,,,,,,,FL,,,,,1,LOSH-2021-30,JCPENN,0,1,0,1,0,1,0,1,0,1,1,1,1,1
LOSH-2021-31,HGTCCC,SLT,TRUE,22-Apr-21,building,2021,4,22,2,33.793463,-79.001516,"Looking across Victory Lane at the 1100 building, it is the second live oak to the left of the white emergency tower on the big parking lot side of Victory Lane",Tree,Living,LIVEOA,Quercus_virginiana,3.5,5,6' step,Landscape,1.5,0,N,,"grass, mulch","parking lot, buildings, road, grass, mulch",wmbb,mary,14-May-21,2021,5,14,1,,,,5,2-May-21,5,20-May-21,0,4,25-May-21,11,uwma,ibmo,bram,rgum,,,1,27-May-21,1,,,,1,missed,rgum,,,,,,,,,,,,,FL,,,,,1,LOSH-2021-31,HGTCCC,1,1,1,1,1,1,1,1,1,1,1,1,1,
